    0.500    0.500   -0.500    0
    1.500    0.500   -0.500    0
    2.500    0.500   -0.500    0
    3.500    0.500   -0.500    0
    4.500    0.500   -0.500    0
    5.500    0.500   -0.500    0
    6.500    0.500   -0.500    0
    7.500    0.500   -0.500    0
    8.500    0.500   -0.500    0
    9.500    0.500   -0.500    0
   10.500    0.500   -0.500    0
   11.500    0.500   -0.500    0
   12.500    0.500   -0.500    0
   13.500    0.500   -0.500    0
   14.500    0.500   -0.500    0
   15.500    0.500   -0.500    0
   16.500    0.500   -0.500    0
   17.500    0.500   -0.500    0
   18.500    0.500   -0.500    0
   19.500    0.500   -0.500    0
   20.500    0.500   -0.500    0
   21.500    0.500   -0.500    0
   22.500    0.500   -0.500    0
   23.500    0.500   -0.500    0
   24.500    0.500   -0.500    0
   25.500    0.500   -0.500    0
   26.500    0.500   -0.500    0
   27.500    0.500   -0.500    0
   28.500    0.500   -0.500    0
   29.500    0.500   -0.500    0
    0.500    1.500   -0.500    0
    1.500    1.500   -0.500    0
    2.500    1.500   -0.500    0
    3.500    1.500   -0.500    0
    4.500    1.500   -0.500    0
    5.500    1.500   -0.500    0
    6.500    1.500   -0.500    0
    7.500    1.500   -0.500    0
    8.500    1.500   -0.500    0
    9.500    1.500   -0.500    0
   10.500    1.500   -0.500    0
   11.500    1.500   -0.500    0
   12.500    1.500   -0.500    0
   13.500    1.500   -0.500    0
   14.500    1.500   -0.500    0
   15.500    1.500   -0.500    0
   16.500    1.500   -0.500    0
   17.500    1.500   -0.500    0
   18.500    1.500   -0.500    0
   19.500    1.500   -0.500    0
   20.500    1.500   -0.500    0
   21.500    1.500   -0.500    0
   22.500    1.500   -0.500    0
   23.500    1.500   -0.500    0
   24.500    1.500   -0.500    0
   25.500    1.500   -0.500    0
   26.500    1.500   -0.500    0
   27.500    1.500   -0.500    0
   28.500    1.500   -0.500    0
   29.500    1.500   -0.500    0
    0.500    2.500   -0.500    0
    1.500    2.500   -0.500    0
    2.500    2.500   -0.500    0
    3.500    2.500   -0.500    0
    4.500    2.500   -0.500    0
    5.500    2.500   -0.500    0
    6.500    2.500   -0.500    0
    7.500    2.500   -0.500    0
    8.500    2.500   -0.500    0
    9.500    2.500   -0.500    0
   10.500    2.500   -0.500    0
   11.500    2.500   -0.500    0
   12.500    2.500   -0.500    0
   13.500    2.500   -0.500    0
   14.500    2.500   -0.500    0
   15.500    2.500   -0.500    0
   16.500    2.500   -0.500    0
   17.500    2.500   -0.500    0
   18.500    2.500   -0.500    0
   19.500    2.500   -0.500    0
   20.500    2.500   -0.500    0
   21.500    2.500   -0.500    0
   22.500    2.500   -0.500    0
   23.500    2.500   -0.500    0
   24.500    2.500   -0.500    0
   25.500    2.500   -0.500    0
   26.500    2.500   -0.500    0
   27.500    2.500   -0.500    0
   28.500    2.500   -0.500    0
   29.500    2.500   -0.500    0
    0.500    3.500   -0.500    0
    1.500    3.500   -0.500    0
    2.500    3.500   -0.500    0
    3.500    3.500   -0.500    0
    4.500    3.500   -0.500    0
    5.500    3.500   -0.500    0
    6.500    3.500   -0.500    0
    7.500    3.500   -0.500    0
    8.500    3.500   -0.500    0
    9.500    3.500   -0.500    0
   10.500    3.500   -0.500    0
   11.500    3.500   -0.500    0
   12.500    3.500   -0.500    0
   13.500    3.500   -0.500    0
   14.500    3.500   -0.500    0
   15.500    3.500   -0.500    0
   16.500    3.500   -0.500    0
   17.500    3.500   -0.500    0
   18.500    3.500   -0.500    0
   19.500    3.500   -0.500    0
   20.500    3.500   -0.500    0
   21.500    3.500   -0.500    0
   22.500    3.500   -0.500    0
   23.500    3.500   -0.500    0
   24.500    3.500   -0.500    0
   25.500    3.500   -0.500    0
   26.500    3.500   -0.500    0
   27.500    3.500   -0.500    0
   28.500    3.500   -0.500    0
   29.500    3.500   -0.500    0
    0.500    4.500   -0.500    0
    1.500    4.500   -0.500    0
    2.500    4.500   -0.500    0
    3.500    4.500   -0.500    0
    4.500    4.500   -0.500    0
    5.500    4.500   -0.500    0
    6.500    4.500   -0.500    0
    7.500    4.500   -0.500    0
    8.500    4.500   -0.500    0
    9.500    4.500   -0.500    0
   10.500    4.500   -0.500    0
   11.500    4.500   -0.500    0
   12.500    4.500   -0.500    0
   13.500    4.500   -0.500    0
   14.500    4.500   -0.500    0
   15.500    4.500   -0.500    0
   16.500    4.500   -0.500    0
   17.500    4.500   -0.500    0
   18.500    4.500   -0.500    0
   19.500    4.500   -0.500    0
   20.500    4.500   -0.500    0
   21.500    4.500   -0.500    0
   22.500    4.500   -0.500    0
   23.500    4.500   -0.500    0
   24.500    4.500   -0.500    0
   25.500    4.500   -0.500    0
   26.500    4.500   -0.500    0
   27.500    4.500   -0.500    0
   28.500    4.500   -0.500    0
   29.500    4.500   -0.500    0
    0.500    5.500   -0.500    0
    1.500    5.500   -0.500    0
    2.500    5.500   -0.500    0
    3.500    5.500   -0.500    0
    4.500    5.500   -0.500    0
    5.500    5.500   -0.500    0
    6.500    5.500   -0.500    0
    7.500    5.500   -0.500    0
    8.500    5.500   -0.500    0
